"Zone","District","PC_Num","PC_Name","AC_Num","AC_Name","Total_Electors","Urban","Rural","Hindu","Islam","Other_Rel","Gen_OBC","SC","ST","Largest_Caste_Name","Largest_Caste","Second_Caste_Name","Second Largest Caste","Third_Caste_Name","Third_Caste","Fourth_Caste_Name","Fourth_Caste","Fifth_Caste_Name","Fifth_Caste","Sum_5_Caste","Winner_LS19","Party_LS19","Caste_LS19","Runner_LS19","Runner_Party_LS19","Runner_Caste_LS19","Margin_LS19","BJP_LS19","INC_LS19","SP_LS19","BSP_LS19","Other_LS19","Winner_AE17","Party_AE17","Caste_AE17","Runner_AE17","Runner_Party_AE17","Runner_Caste_AE17","Margin_AE17","BJP_AE17","INC_AE17","SP_AE17","BSP_AE17","Other_AE17","Winner_LS14","Party_LS14","Caste_LS14","Runner_LS14","Runner_Party_LS14","Runner_Caste_LS14","Margin_LS14","BJP_LS14","INC_LS14","SP_LS14","BSP_LS14","Other_LS14","Winner_AE12","Party_AE12","Caste_AE12","Runner_AE12","Runner_Party_AE12","Runner_Caste_AE12","Margin_AE12","BJP_AE12","INC_AE12","SP_AE12","BSP_AE12","Other_AE12","Ahirwar","Baghel","Baniya","Bhumihar","Bind","Brahmin","Bunkar","Chamar","Chaudhary","Diwakar","Dohre","Dom","Gond","Goswami","Gujjar","Gurjar","Jat","Jatav","Kadakvanshi","Kashyap","Katheria","Kayastha","Kharwar","Khatik","Kisan","Koli","Kori","Kurmi","Kushwaha","Lodhi","Lodhi Rajput","Maurya","Muslim","Nishad","Other","Pal","Pandit","Pasi","Paswan","Patel","Punjabi","Raidas","Rajbhar","Rawat","Saharaiya","Saini","Sainthwar","Sankhwar","Shakya","Sindhi","Teli","Thakur","Tharu","Tyagi","Vaishya","Vanwasi","Yadav","BJP_AE12_can","SP_AE12_can","BSP_AE12_can","INC_AE12_can","BJP_AE17_can","SP_AE17_can","BSP_AE17_can","INC_AE17_can","BJP_LS14_can","SP_LS14_can","BSP_LS14_can","INC_LS14_can","BJP_LS19_can","SP_LS19_can","BSP_LS19_can","INC_LS19_can"
"Gorakhpur","Kushi Nagar",65,"Kushi Nagar",333,"Kushinagar",359019,0.049218078,0.950781922,0.801947504,0.194603337,0.00344915899999998,0.838531246,0.135568267,0.025900487,"Muslim",0.1703,"Teli",0.0991,"Jatav",0.0885,"Yadav",0.0859,"Kurmi",0.077,0.52083145,"VIJAY KUMAR DUBEY","BJP",NA,"N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA","SP",NA,0.3493,0.5751,0.1621,0.2258,0,0.037,"RAJNIKANT MANI TRIPATHI","BJP",NA,"RAJESH PRATAP RAV ALIAS BANTI BHAIYA","BSP",NA,0.2363,0.4772,0,0.2278,0.2409,0.0541,"RAJESH PANDEY URF GUDDU","BJP",NA,"KUNWAR RATANJIT PRATAP NARAIN SINGH","INC",NA,0.1538,0.4446,0.2909,0.1176,0.1098,0.0371,"Bramhashankar Tripathi","SP",NA,"Jawed Iqbal","BSP",NA,0.132,0.092,0.107,0.371,0.239,0.191,0,0,0.021,0.0053,0,0.0723,0,0,0,0,0,0,0,0,0,0,0,0.0885,0,0,0,0.0082,0.0064,0.0041,0,0,0,0.077,0.0541,0,0,0,0.1703,0.02,0,0,0,0.0128,0,0,0,0,0.0276,0,0,0,0.0427,0,0,0,0.0991,0.051,0,0,0,0,0.0859,"Jagadish Mishra Alias Balti Baba","Bramhashankar Tripathi","Jawed Iqbal","Jagadamba Prasad Singh","Rajnikant Mani Tripathi","Brahmashankar Tripathi","Rajesh Pratap Rav Alias Banti Bhaiya","","Rajesh Pandey Urf Guddu","Radhe Shyam Singh","Dr. Sangam Mishra","Kunwar Ratanjit Pratap Narain Singh","Vijay Kumar Dubey","N.P. Kushwaha Alias Nathuni Prasad Kushwaha","","Kunwer Ratanjit Pratap Narayan Singh"
"Gorakhpur","Kushi Nagar",65,"Kushi Nagar",334,"Hata",358765,0.053079129,0.946920871,0.882959339,0.112472583,0.00456807800000014,0.806795175,0.174938839,0.018265986,"Sainthwar",0.1243,"Vaishya",0.1126,"Muslim",0.0952,"Brahmin",0.0877,"Thakur",0.0726,0.492328346,"VIJAY KUMAR DUBEY","BJP",NA,"N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA","SP",NA,0.4257,0.6348,0.1189,0.2092,0,0.0371,"PAWAN KUMAR","BJP",NA,"RADHESHYAM SINGH","SP",NA,0.2549,0.4987,0,0.2439,0.2048,0.0526,"RAJESH PANDEY URF GUDDU","BJP",NA,"KUNWAR RATANJIT PRATAP NARAIN SINGH","INC",NA,0.1223,0.3965,0.2742,0.1487,0.146,0.0346,"Radheshyam","SP",NA,"Virendra","BSP",NA,0.09,0.051,0.036,0.3,0.21,0.403,0,0,0,0.0221,0.0058,0.0877,0,0,0,0,0,0.0022,0,0,0,0,0,0.0682,0,0.0132,0,0.0059,0.003,0,0,0,0,0.0388,0.0609,0,0,0,0.0952,0.0118,0.0157,0,0,0.0347,0,0.0062,0,0,0.0145,0,0,0,0.1243,0,0,0,0,0.0726,0,0,0.1126,0,0.0479,"Jaswant Alias #atul#","Radheshyam","Virendra","Ram Ashrya","Pawan Kumar","Radheshyam Singh","Virendra","","Rajesh Pandey Urf Guddu","Radhe Shyam Singh","Dr. Sangam Mishra","Kunwar Ratanjit Pratap Narain Singh","Vijay Kumar Dubey","N.P. Kushwaha Alias Nathuni Prasad Kushwaha","","Kunwer Ratanjit Pratap Narayan Singh"
"Gorakhpur","Kushi Nagar",65,"Kushi Nagar",335,"Ramkola (SC)",355039,0.053079058,0.946920942,0.882960095,0.112473496,0.00456640900000005,0.806793804,0.17494056,0.018265636,"Muslim",0.1229,"Vaishya",0.1092,"Yadav",0.1006,"Brahmin",0.0987,"Jatav",0.0782,0.509674711,"VIJAY KUMAR DUBEY","BJP",NA,"N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA","SP",NA,0.397,0.6164,0.1237,0.2195,0,0.0404,"RAMANAND BAUDH","SBSP",NA,"PURNMASI DEHATI","SP",NA,0.2825,0,0,0.2385,0.1443,0.6172,"RAJESH PANDEY URF GUDDU","BJP",NA,"KUNWAR RATANJIT PRATAP NARAIN SINGH","INC",NA,0.0901,0.3813,0.2912,0.1408,0.15,0.0367,"Purnmasi Dehati","SP",NA,"Deep Lal Bharti","BJP",NA,0.11,0.192,0.088,0.302,0.177,0.241,0,0,0,0.039,0.0014,0.0987,0,0,0,0,0,0.0024,0,0,0,0,0,0.0782,0,0,0,0,0.0039,0,0,0,0,0.0155,0.0677,0,0,0,0.1229,0.0138,0.0281,0.0039,0,0.0404,0,0.0102,0,0,0.0066,0,0,0,0,0,0,0,0,0.0597,0,0,0.1092,0,0.1006,"Deep Lal Bharti","Purnmasi Dehati","Harendar Kumar Gautam","Ramanand Bauddha","","Purnmasi Dehati","Vijay Kumar","","Rajesh Pandey Urf Guddu","Radhe Shyam Singh","Dr. Sangam Mishra","Kunwar Ratanjit Pratap Narain Singh","Vijay Kumar Dubey","N.P. Kushwaha Alias Nathuni Prasad Kushwaha","","Kunwer Ratanjit Pratap Narayan Singh"
"Gorakhpur","Deoria",67,"Bansgaon (SC)",336,"Rudrapur (SC)",300524,0.077346207,0.922653793,0.927267642,0.067384023,0.00534833499999998,0.820009869,0.159363111,0.02062702,"Brahmin",0.1215,"Nishad",0.1106,"Yadav",0.1079,"Jatav",0.0834,"Vaishya",0.0832,0.50653629,"Kamlesh Paswan","BJP",NA,"Sadal Prasad","BSP",NA,0.2449,0.6141,0,0,0.3692,0.0167,"JAI PRAKASH NISHAD","BJP",NA,"AKHILESH PRATAP SINGH","INC",NA,0.163,0.4731,0.3101,0,0.1404,0.0764,"KAMLESH PASWAN","BJP",NA,"SADAL PRASAD","BSP",NA,0.3026,0.5178,0.0461,0.1744,0.2152,0.0465,"Akhilesh Pratap Singh","INC",NA,"Mukti Nath Yadav","SP",NA,0.048,0.202,0.264,0.216,0.194,0.124,0,0,0,0.0215,0.0087,0.1215,0,0,0,0,0,0.0175,0,0,0,0,0,0.0834,0,0,0,0.0146,0.0064,0,0,0,0,0.0288,0,0,0,0.0522,0.0495,0.1106,0.0116,0.0047,0,0.076,0,0.0102,0,0,0.0175,0,0,0.0134,0,0,0,0,0.0212,0.0728,0,0,0.0832,0,0.1079,"Jay Prakash Nishad","Mukti Nath Yadav","Suresh Tiwari","Akhilesh Pratap Singh","Jai Prakash Nishad","","Chandrika Nishad","Akhilesh Pratap Singh","Kamlesh Paswan","Gorakh Prasad Paswan","Sadal Prasad","Sanjai Kumar","Kamlesh Paswan","","Sadal Prasad",""
"Gorakhpur","Deoria",66,"Deoria",337,"Deoria",329762,0.117896324,0.882103676,0.854596833,0.142444303,0.00295886400000001,0.822702199,0.143341077,0.033956723,"Brahmin",0.1868,"Muslim",0.0872,"Yadav",0.0642,"Bhumihar",0.0591,"Jatav",0.0503,0.447559728,"RAMAPATI RAM TRIPATHI","BJP",NA,"BINOD KUMAR JAISWAL","BSP",NA,0.2827,0.6075,0.0351,0,0.3248,0.0326,"JANMEJAI SINGH","BJP",NA,"J.P. JAISWAL","SP",NA,0.2523,0.4803,0,0.228,0.1594,0.1323,"KALRAJ MISHRA","BJP",NA,"NIYAJ AHMAD","BSP",NA,0.363,0.577,0.0358,0.1338,0.214,0.0394,"Janmejai Singh","BJP",NA,"Pramod Singh","BSP",NA,0.14,0.339,0.153,0.177,0.199,0.132,0,0,0,0.0591,0.0097,0.1868,0,0,0,0,0,0.0197,0,0,0,0,0,0.0503,0,0,0,0.0411,0.0229,0,0,0.0217,0,0.034,0,0.0232,0,0.0426,0.0872,0.0149,0.0125,0.0064,0,0.0307,0,0.0168,0.0062,0,0.0244,0,0,0.0132,0,0,0,0,0.0284,0.0322,0,0,0.0382,0,0.0642,"Janmejai Singh","Dinanath Kushwaha","Pramod Singh","Jay Prakash Jaiswal","Janmejai Singh","J.P. Jaiswal","Abhay Nath Tripathi","","Kalraj Mishra","Baleshwar Yadav","Niyaj Ahmad","Sabha Kunwar","Ramapati Ram Tripathi","","Binod Kumar Jaiswal","Niyaz Ahmed"
"Gorakhpur","Deoria",66,"Deoria",338,"Pathardeva",320089,0.117896134,0.882103866,0.854597558,0.142443309,0.00295913300000006,0.822701221,0.143340783,0.033957996,"Muslim",0.1383,"Thakur",0.1061,"Bhumihar",0.0769,"Brahmin",0.0738,"Kushwaha",0.0707,0.465723947,"RAMAPATI RAM TRIPATHI","BJP",NA,"BINOD KUMAR JAISWAL","BSP",NA,0.2196,0.5616,0.0592,0,0.3419,0.0373,"SURYA PRATAP SHAHI","BJP",NA,"SHAKIR ALI","SP",NA,0.2244,0.5209,0,0.2965,0.1189,0.0637,"KALRAJ MISHRA","BJP",NA,"NIYAJ AHMAD","BSP",NA,0.2307,0.4967,0.0229,0.1755,0.266,0.0389,"Shakir Ali","SP",NA,"Surya Pratap Shahi","BJP",NA,0.025,0.305,0.043,0.33,0.172,0.15,0,0,0,0.0769,0.0077,0.0738,0,0,0,0,0,0.0123,0,0,0,0,0,0.0461,0,0.0092,0,0.0092,0.0154,0,0,0,0,0.035,0.0707,0,0,0,0.1383,0.0307,0.0246,0.028,0,0.0369,0,0.0052,0,0,0.0092,0,0,0.0138,0,0,0,0,0.0191,0.1061,0,0,0.0231,0,0.0492,"Surya Pratap Shahi","Shakir Ali","Sanjay","Suyash Mani Tripathi","Surya Pratap Shahi","Shakir Ali","Neeraj","","Kalraj Mishra","Baleshwar Yadav","Niyaj Ahmad","Sabha Kunwar","Ramapati Ram Tripathi","","Binod Kumar Jaiswal","Niyaz Ahmed"
"Gorakhpur","Deoria",66,"Deoria",339,"Rampur Karkhana",333493,0.128004396,0.871995604,0.857709215,0.139119971,0.00317081399999997,0.813132686,0.149443827,0.037423487,"Brahmin",0.1252,"Muslim",0.1012,"Pasi",0.0897,"Yadav",0.0759,"Kurmi",0.0737,0.465743228,"RAMAPATI RAM TRIPATHI","BJP",NA,"BINOD KUMAR JAISWAL","BSP",NA,0.16,0.5383,0.0444,0,0.3783,0.039,"KAMLESH SHUKLA","BJP",NA,"FASIHA MANZER GHAZALA LARI","SP",NA,0.0519,0.3269,0,0.275,0.1175,0.2806,"KALRAJ MISHRA","BJP",NA,"NIYAJ AHMAD","BSP",NA,0.2855,0.5202,0.0349,0.1647,0.2347,0.0455,"Choudhari Fasiha Bashir Alias Gajala Lari","SP",NA,"Girijesh Shahi Alias Guddu Shahi","Independent",NA,0.041,0.098,0.039,0.292,0.135,0.436,0,0,0,0.0377,0.0151,0.1252,0,0,0,0,0,0.0201,0,0,0,0,0,0,0,0,0,0.0368,0.0104,0,0,0,0,0.0737,0.0383,0,0,0.0309,0.1012,0.0264,0.0118,0.0115,0,0.0897,0,0.0289,7e-04,0,0.0381,0,0,0.0184,0,0,0,0,0.0184,0.049,0,0,0.0181,0,0.0759,"Rajiv","Choudhari Fasiha Bashir Alias Gajala Lari","Rajaram","Anand Yadav","Kamlesh Shukla","Fasiha Manzer Ghazala Lari","Rajeev Kumar Singh","","Kalraj Mishra","Baleshwar Yadav","Niyaj Ahmad","Sabha Kunwar","Ramapati Ram Tripathi","","Binod Kumar Jaiswal","Niyaz Ahmed"
"Gorakhpur","Deoria",71,"Salempur",340,"Bhatpar Rani",320438,0.033031258,0.966968742,0.889857606,0.106917914,0.00322447999999986,0.813804819,0.135992162,0.050203019,"Kushwaha",0.1861,"Yadav",0.1734,"Brahmin",0.114,"Thakur",0.0759,"Jatav",0.0641,0.613440647,"RAVINDER","BJP",NA,"R S KUSHWAHA","BSP",NA,0.2308,0.5761,0.032,0,0.3453,0.0466,"ASHUTOSH","SP",NA,"JAYNATH KUSHWAHA URF GUDDAN","BJP",NA,0.0612,0.2798,0,0.3409,0.2434,0.1359,"RAVINDRA KUSHAWAHA","BJP",NA,"HARIBANSH SAHAI KUSHWAHA","SP",NA,0.4061,0.5656,0.0791,0.1595,0.1239,0.0719,"Kameshwar","SP",NA,"Sabhakunwar","BSP",NA,0.095,0.072,0.123,0.356,0.261,0.188,0,0,0,0.0172,0.0134,0.114,0,0,0,0,0,0.0069,0,0,0,0,0,0.0641,0,0,0,0.016,0,0,0,0,0,0.0308,0.1861,0,0,0.0139,0.0497,0.0141,0.0165,0.0108,0,0.0128,0,0.0047,0,0,0.016,0,0,0,0,0,0,0,0.01,0.0759,0,0,0.0347,0.0027,0.1734,"Rajkumar Shahi","Kameshwar","Sabhakunwar","Vinda","Jaynath Kushwaha Urf Guddan","Ashutosh","Sabhakunwar","","Ravindra Kushawaha","Haribansh Sahai Kushwaha","Ravi Shanker Singhpappu","Dr.Bhola Pandey","Ravinder","","R S Kushwaha","Rajesh Kumar Mishra"
"Gorakhpur","Deoria",71,"Salempur",341,"Salempur (SC)",318964,0.140738483,0.859261517,0.861813354,0.134738566,0.00344808000000008,0.800812042,0.157263438,0.041924519,"Jatav",0.1509,"Muslim",0.1152,"Brahmin",0.1136,"Thakur",0.1037,"Kushwaha",0.0941,0.577437785,"RAVINDER","BJP",NA,"R S KUSHWAHA","BSP",NA,0.0774,0.4963,0.0405,0,0.4188,0.0444,"KALI PRASAD","BJP",NA,"VIJAY LAXMI GAUTAM","SP",NA,0.1579,0.469,0,0.311,0.1733,0.0467,"RAVINDRA KUSHAWAHA","BJP",NA,"RAVI SHANKER SINGH""PAPPU""","BSP",NA,0.2984,0.4923,0.0723,0.1604,0.1939,0.0811,"Manbodh","SP",NA,"Vijaylaxmi","BJP",NA,0.114,0.224,0.071,0.338,0.202,0.165,0,0,0,0.0027,0,0.1136,0,0,0,0,0,0.0035,0,0,0,0,0,0.1509,0,0,0,0.0048,0,0,0,0,0,0.0297,0.0941,0,0,0.0112,0.1152,0.0335,0.0104,0.0112,0,0.008,0,0,0,0,0.0622,0,0,0,0,0,0,0,0.008,0.1037,0,0,0.0335,0,0.075,"Vijaylaxmi","Manbodh","Valiram","Ram Adhar","Kali Prasad","Vijay Laxmi Gautam","Ranvijay","","Ravindra Kushawaha","Haribansh Sahai Kushwaha","Ravi Shanker Singhpappu","Dr.Bhola Pandey","Ravinder","","R S Kushwaha","Rajesh Kumar Mishra"
"Gorakhpur","Deoria",67,"Bansgaon (SC)",342,"Barhaj",295323,0.100064731,0.899935269,0.926477618,0.068545536,0.00497684600000003,0.797089578,0.172982124,0.029928298,"Brahmin",0.1793,"Yadav",0.1189,"Jatav",0.1179,"Maurya",0.0843,"Thakur",0.0838,0.584115666,"Kamlesh Paswan","BJP",NA,"Sadal Prasad","BSP",NA,0.1322,0.5572,0,0,0.425,0.0178,"SURESH TIWARI","BJP",NA,"MURLI MANOHAR JAISWAL","BSP",NA,0.0695,0.3676,0,0.1646,0.2982,0.1696,"KAMLESH PASWAN","BJP",NA,"SADAL PRASAD","BSP",NA,0.3298,0.5457,0.0396,0.1542,0.2158,0.0447,"Prem Prakash Singh","SP",NA,"Renu Jaiswal","BSP",NA,0.076,0.06,0.038,0.424,0.348,0.13,0,0,0,0.0053,0,0.1793,0,0,0,0,0,0.0047,0,0,0,0,0,0.1179,0,0,0,0.0294,0.0073,0,0,0,0,0.0558,0,0.0029,0,0.0843,0.037,0.0338,0.0118,0.0088,0,0.0294,0,0.0147,0,0,0.0441,0,0,0.0088,0,0,0,0,0.0206,0.0838,0,0,0.0529,0,0.1189,"Narendra Mishra","Prem Prakash Singh","Renu Jaiswal","Virendra Kumar Chaudhari","Suresh Tiwari","Purnendu Tiwari Urf P.D.Tiwari","Murli Manohar Jaiswal","","Kamlesh Paswan","Gorakh Prasad Paswan","Sadal Prasad","Sanjai Kumar","Kamlesh Paswan","","Sadal Prasad",""
"Gorakhpur","Azamgarh",68,"Lalganj (SC)",343,"Atrauliya",369564,0.020419633,0.979580367,0.933321425,0.064493713,0.00218486200000001,0.772752621,0.226264954,0.000982425,"Yadav",0.2328,"Brahmin",0.1832,"Jatav",0.1242,"Rajbhar",0.0869,"Thakur",0.0745,0.701645452,"Sangeeta Azad","BSP",NA,"Neelam Sonker","BJP",NA,0.0616,0.43,0.016,0,0.4916,0.0624,"DR.SANGRAM YADAV","SP",NA,"KANHAIYA LAL NISHAD","BJP",NA,0.0117,0.34,0,0.3517,0.2677,0.0406,"NEELAM SONKAR","BJP",NA,"BECHAI SAROJ","SP",NA,0.003,0.3667,0.0207,0.3637,0.21,0.0389,"Dr.Sangram Yadav","SP",NA,"Surendra Prasad Mishra","BSP",NA,0.234,0,0.027,0.523,0.289,0.161,0,0,0,0.0037,0,0.1832,0,0,0,0,0,0.0016,0,0,0,0.0016,0,0.1242,0,0,0,0.014,0,0,0,0,0,0.0279,0,0,0,0.0093,0.0621,0.0124,0.0031,0.005,0,0.0248,0,0,0,0,0.0869,0,0,0.0016,0,0,0,0,0.0217,0.0745,0,0,0.0342,0,0.2328,"","Dr.Sangram Yadav","Surendra Prasad Mishra","Vibhuti Prasad Nishad","Kanhaiya Lal Nishad","Dr.Sangram Yadav","Akhand Pratap Singh","","Neelam Sonkar","Bechai Saroj","Dr. Baliram","Balihari Babu","Neelam Sonker","","Sangeeta Azad","Pankaj Mohan Sonkar"
"Gorakhpur","Azamgarh",69,"Azamgarh",344,"Gopalpur",340895,0.04859422,0.95140578,0.858967866,0.137762878,0.00326925600000005,0.74810086,0.250037448,0.001861693,"Yadav",0.18,"Jatav",0.16,"Thakur",0.128,"Muslim",0.12,"Brahmin",0.08,0.668001739,"Akhilesh Yadav","SP",NA,"Dinesh Lal Yadav Nirahua","BJP",NA,0.272,0.3398,0,0.6118,0,0.0484,"NAFEES AHMAD","SP",NA,"SHRIKRISHNA PAL","BJP",NA,0.079,0.2959,0,0.375,0.2867,0.0424,"MULAYAM SINGH YADAV","SP",NA,"RAMAKANT YADAV","BJP",NA,0.0813,0.2834,0.017,0.3647,0.2598,0.0751,"Waseem Ahmad","SP",NA,"Kamla Prasad Yadav","BSP",NA,0.185,0.068,0.043,0.477,0.292,0.12,0,0,0,0.049,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.0099,0,0,0,0,0,0.056,0,0,0,0.0128,0.12,0.045,0,0.014,0,0.012,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.128,0,0,0.0011,0,0.18,"Yogendra Yadav","Waseem Ahmad","Kamla Prasad Yadav","Dinesh Yadav","Shrikrishna Pal","Nafees Ahmad","Kamla Prasad Yadav","","Ramakant Yadav","Mulayam Singh Yadav","Shah Alam Alias Guddu Jamali","Arvind Kumar Jaiswal","Dinesh Lal Yadav Nirahua","Akhilesh Yadav","",""
"Gorakhpur","Azamgarh",69,"Azamgarh",345,"Sagri (SC)",329789,0.048594504,0.951405496,0.858965935,0.137761022,0.00327304300000009,0.748102508,0.25003639,0.001861102,"Kurmi",0.1816,"Kurmi",0.1816,"Jatav",0.1311,"Thakur",0.116,"Muslim",0.1009,0.711219548,"Akhilesh Yadav","SP",NA,"Dinesh Lal Yadav Nirahua","BJP",NA,0.2082,0.3794,0,0.5877,0,0.0329,"BANDANA SINGH","BSP",NA,"JAIRAM PATEL","SP",NA,0.0306,0.2277,0,0.3167,0.3473,0.1083,"MULAYAM SINGH YADAV","SP",NA,"RAMAKANT YADAV","BJP",NA,0.0225,0.3038,0.0272,0.3263,0.2844,0.0583,"Abhay Narayan","SP",NA,"Santosh Kumar Singh(Teepoo)","BSP",NA,0.06,0.047,0.189,0.36,0.3,0.104,0,0,0.0035,0.0605,0,0.0404,0,0,0,0,0,0,0,0,0,0,0,0.1311,0,0,0,0.0096,0,0,0,0,0,0.1816,0,0,0,0.0147,0.1009,0.0323,0,0.0131,0,0.0232,0,0,0,0,0.0656,0,0,0,0,0,0,0,0,0.116,0,0,0.0018,0,0.1816,"Ghanshyam Patel","Abhay Narayan","Santosh Kumar Singh(Teepoo)","Arvind Kumar Jaisawal","Devendra Kumar Singh","Jairam Patel","Bandana Singh","","Ramakant Yadav","Mulayam Singh Yadav","Shah Alam Alias Guddu Jamali","Arvind Kumar Jaiswal","Dinesh Lal Yadav Nirahua","Akhilesh Yadav","",""
"Gorakhpur","Azamgarh",69,"Azamgarh",346,"Mubarakpur",337043,0.269139423,0.730860577,0.778736499,0.217552302,0.00371119899999994,0.774246711,0.222700894,0.003052395,"Muslim",0.2,"Yadav",0.18,"Thakur",0.167,"Jatav",0.14,"Brahmin",0.05,0.736999605,"Akhilesh Yadav","SP",NA,"Dinesh Lal Yadav Nirahua","BJP",NA,0.3875,0.2899,0,0.6775,0,0.0326,"SHAH ALAM URF GUDDU JAMALI","BSP",NA,"AKHILESH YADAV","SP",NA,0.0036,0.2305,0,0.3628,0.3664,0.0403,"MULAYAM SINGH YADAV","SP",NA,"SHAH ALAM ALIAS GUDDU JAMALI","BSP",NA,0.0409,0.221,0.0138,0.3822,0.3413,0.0417,"Shah Alam Urfa Guddu Jamali","BSP",NA,"Akhilesh Yadav","SP",NA,0.049,0.216,0.098,0.243,0.292,0.151,0,0,0,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.0093,0,0,0,0,0,0.043,0,0,0,0.023,0.2,0.027,0,0.029,0,0.019,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0.167,0,0,7e-04,0,0.18,"Ramdarshan Yadav","Akhilesh Yadav","Shah Alam Urfa Guddu Jamali","Abdussalam","Luxman Mourya","Akhilesh Yadav","Shah Alam Urf Guddu Jamali","","Ramakant Yadav","Mulayam Singh Yadav","Shah Alam Alias Guddu Jamali","Arvind Kumar Jaiswal","Dinesh Lal Yadav Nirahua","Akhilesh Yadav","",""
"Gorakhpur","Azamgarh",69,"Azamgarh",347,"Azamgarh",382121,0.262678909,0.737321091,0.778300684,0.217938031,0.00376128500000006,0.773661294,0.223358409,0.002980297,"Yadav",0.2507,"Jatav",0.1815,"Muslim",0.1204,"Thakur",0.0842,"Bhumihar",0.0722,0.709060896,"Akhilesh Yadav","SP",NA,"Dinesh Lal Yadav Nirahua","BJP",NA,0.1972,0.3873,0,0.5845,0,0.0282,"DURGA PRASAD","SP",NA,"AKHILESH","BJP",NA,0.1227,0.289,0,0.4117,0.272,0.0273,"MULAYAM SINGH YADAV","SP",NA,"RAMAKANT YADAV","BJP",NA,0.0565,0.333,0.0155,0.3895,0.22,0.042,"Durga Prasad Yadav","SP",NA,"Sarvesh Singh Sipu","BSP",NA,0.169,0.046,0.036,0.504,0.335,0.079,0,0,0,0.0722,0,0.0501,0,0,0,0,0,0,0,0,0,0,0,0.1815,0,0,0,0.0136,0,0,0,0,0,0.0321,0,0,0,0.0117,0.1204,0.0471,0,0.008,0,0.0191,0,0,0,0,0.0501,0,0,0,0,0,0,0,0,0.0842,0,0,0.0116,0,0.2507,"Jai Nath","Durga Prasad Yadav","Sarvesh Singh Sipu","Karuna Kant Mishra","Akhilesh","Durga Prasad","Bhupendra","","Ramakant Yadav","Mulayam Singh Yadav","Shah Alam Alias Guddu Jamali","Arvind Kumar Jaiswal","Dinesh Lal Yadav Nirahua","Akhilesh Yadav","",""
"Gorakhpur","Azamgarh",68,"Lalganj (SC)",348,"Nizamabad",320943,0.063716515,0.936283485,0.764907223,0.229831327,0.00526145,0.755576331,0.243616013,0.000807656,"Yadav",0.2223,"Muslim",0.1595,"Jatav",0.1491,"Kurmi",0.1412,"Pasi",0.0418,0.713912133,"Sangeeta Azad","BSP",NA,"Neelam Sonker","BJP",NA,0.3192,0.3044,0.0157,0,0.6236,0.0563,"ALAMBADI","SP",NA,"CHANDRA DEV RAM","BSP",NA,0.1106,0.2614,0,0.4017,0.2911,0.0458,"NEELAM SONKAR","BJP",NA,"BECHAI SAROJ","SP",NA,0.0014,0.3338,0.0192,0.3324,0.252,0.0626,"Alambadi","SP",NA,"Kalamuddin Khan","BSP",NA,0.157,0.146,0.04,0.422,0.265,0.127,0,0,0,0.0084,0,0.0157,0,0,0,0,0,0.0018,0,0,0,0,0,0.1491,0,0,0,0.0052,0,0,0,0,0,0.1412,0,0,0,0.0105,0.1595,0.034,0.0092,0.0065,0,0.0418,0,0,0,0,0.0183,0,0,0.0078,0,0,0,0,0.0314,0.0353,0,0,0.0078,0,0.2223,"Ranjana Devi","Alambadi","Kalamuddin Khan","Purnamasi","Vinod Kumar Rai","Alambadi","Chandra Dev Ram","","Neelam Sonkar","Bechai Saroj","Dr. Baliram","Balihari Babu","Neelam Sonker","","Sangeeta Azad","Pankaj Mohan Sonkar"
